<ID>,<Name>
80618659,SE6402
80618735,SE6403U
80618792,SE6419-2-1.0
80618982,SE660
80619001,SE6602
80619020,SE6602D
80619096,SE6619-2-1.5
80619191,SE678
80619419,SER11
80619609,SG100
80619761,SG15
80619799,SG50
80619818,SG500
80619837,SG500-1
80619856,SG500-10
80620426,TE22
80620445,TE23
80620464,TE24
80620502,TE25
80620521,TE25F-1/8
80620540,TE26
80620616,TE43BK
80620654,TE44H
80620711,TE45F-1/8
80620730,TE46
80620958,TE62
80621034,TE70
80621129,TE76
80621167,TE76-1416
80621186,TE77
80622231,UVC500-115V
80622250,UVC500-230V
80622269,UVLL-15
80622326,UVLM-8
80622364,UVLS-8
80622611,VT3
